
> asksaud-frontend@1.0.0 dev
> vite


  VITE v5.4.21  ready in 717 ms
12:38:15 AM [vite] page reload dv9/notebooks/churn-notebook.html
12:38:15 AM [vite] page reload dv9/notebooks/comparative-rag-notebook.html
12:38:15 AM [vite] page reload dv9/notebooks/contextual-compression-notebook.html
12:38:15 AM [vite] page reload dv9/notebooks/contextual-compression-notebook.html
12:38:15 AM [vite] page reload dv9/notebooks/credit-fraud-notebook.html
12:38:15 AM [vite] page reload dv9/notebooks/deep-scrape-agent-notebook.html
12:38:15 AM [vite] page reload dv9/notebooks/credit-fraud-notebook.html
12:38:15 AM [vite] page reload dv9/notebooks/deep-scrape-agent-notebook.html
12:38:15 AM [vite] page reload dv9/notebooks/diffusion-vs-gan-notebook.html
12:38:15 AM [vite] page reload dv9/notebooks/finetune-lora-notebook.html
12:38:15 AM [vite] page reload dv9/notebooks/diffusion-vs-gan-notebook.html
12:38:15 AM [vite] page reload dv9/notebooks/finetune-lora-notebook.html
12:38:15 AM [vite] page reload dv9/notebooks/heart-disease-notebook.html
12:38:16 AM [vite] page reload dv9/notebooks/house-price-notebook.html
12:38:16 AM [vite] page reload dv9/notebooks/movie-recommender-notebook.html
12:38:16 AM [vite] page reload dv9/notebooks/heart-disease-notebook.html
12:38:16 AM [vite] page reload dv9/notebooks/movie-recommender-notebook.html
12:38:16 AM [vite] page reload dv9/notebooks/msmarco-rag-scale-notebook.html
12:38:16 AM [vite] page reload dv9/notebooks/sales-forecasting-notebook.html
12:38:16 AM [vite] page reload dv9/notebooks/msmarco-rag-scale-notebook.html
12:38:16 AM [vite] page reload dv9/notebooks/sentiment-notebook.html
12:38:16 AM [vite] page reload dv9/notebooks/sales-forecasting-notebook.html
12:38:16 AM [vite] page reload dv9/notebooks/sentiment-notebook.html
12:38:16 AM [vite] page reload dv9/notebooks/speech-commands-notebook.html
12:38:16 AM [vite] page reload dv9/notebooks/speech-commands-notebook.html
12:38:19 AM [vite] page reload dv9/index.html
